anchor_id,positive_id,negative_id
eccDNABase_000015247,eccDNABase_000015237,CircleBaseV2_002852268
eccDNABase_000795463,eccDNABase_000799898,CircleBaseV2_001262430
eccDNABase_000786318,eccDNABase_000581375,eccDNABase_000014547
eccDNABase_000655534,CircleBaseV2_002826338,eccDNABase_000886781
eccDNABase_000632565,eccDNABase_000670764,eccDNABase_000015669
CircleBaseV2_003023043,eccDNABase_000436648,CircleBaseV2_002839507
eccDNABase_000015351,eccDNABase_000537377,eccDNABase_000679497
eccDNABase_000452343,CircleBaseV2_002858297,CircleBaseV2_002990679
CircleBaseV2_003054445,eccDNABase_000530527,eccDNABase_000901982
CircleBaseV2_002844886,CircleBaseV2_000056250,eccDNABase_000011378
CircleBaseV2_002773319,CircleBaseV2_002844911,eccDNABase_000009886
CircleBaseV2_002875079,eccDNABase_000667791,eccDNABase_000471030
eccDNABase_000438690,eccDNABase_000015287,CircleBaseV2_003030414
eccDNABase_000512329,eccDNABase_000407504,CircleBaseV2_002899118
eccDNABase_000791453,CircleBaseV2_000043095,eccDNABase_000535978
CircleBaseV2_003023044,CircleBaseV2_002993048,eccDNABase_000594225
eccDNABase_000589555,eccDNABase_000702004,eccDNABase_000036950
CircleBaseV2_002868459,eccDNABase_000681544,eccDNABase_000451380
CircleBaseV2_002881021,CircleBaseV2_002901705,eccDNABase_000448802
CircleBaseV2_000008399,eccDNABase_000597624,eccDNABase_000455469
eccDNABase_000013941,eccDNABase_000005446,eccDNABase_000607734
eccDNABase_000537205,eccDNABase_000436672,CircleBaseV2_002766190
CircleBaseV2_002838666,CircleBaseV2_002886693,eccDNABase_000010011
eccDNABase_000116810,eccDNABase_000012867,CircleBaseV2_002833994
CircleBaseV2_002776772,CircleBaseV2_002778053,eccDNABase_000565631
eccDNABase_000455470,eccDNABase_000441974,eccDNABase_000625530
CircleBaseV2_002873616,CircleBaseV2_002763052,eccDNABase_000538370
eccDNABase_000535978,CircleBaseV2_000921226,eccDNABase_000830489
eccDNABase_000563988,eccDNABase_000539566,CircleBaseV2_003042500
CircleBaseV2_002882761,eccDNABase_000790309,eccDNABase_000013755
eccDNABase_000580272,eccDNABase_000824583,eccDNABase_000001982
eccDNABase_000537362,eccDNABase_000013755,eccDNABase_000696884
eccDNABase_000623199,eccDNABase_000614661,eccDNABase_000570937
eccDNABase_000614311,CircleBaseV2_002892247,eccDNABase_000441860
eccDNABase_000902582,eccDNABase_000627850,eccDNABase_000506276
CircleBaseV2_002832091,CircleBaseV2_002822195,eccDNABase_000532238
CircleBaseV2_002856523,CircleBaseV2_002887062,eccDNABase_000537396
CircleBaseV2_003032800,CircleBaseV2_002818032,eccDNABase_000539486
eccDNABase_000012202,eccDNABase_000512403,CircleBaseV2_003047614
CircleBaseV2_000015295,eccDNABase_000661092,CircleBaseV2_000003903
CircleBaseV2_003038425,eccDNABase_000606749,eccDNABase_000002769
CircleBaseV2_002804441,eccDNABase_000453982,eccDNABase_000873613
CircleBaseV2_002792053,eccDNABase_000841975,eccDNABase_000493337
CircleBaseV2_003054687,eccDNABase_000530399,CircleBaseV2_003069926
eccDNABase_000690041,CircleBaseV2_003035246,eccDNABase_000436648
eccDNABase_000438798,eccDNABase_000000511,eccDNABase_000595768
CircleBaseV2_002825318,CircleBaseV2_000012525,eccDNABase_000006074
CircleBaseV2_000050797,CircleBaseV2_002775298,CircleBaseV2_000028361
eccDNABase_000449574,eccDNABase_000448181,CircleBaseV2_002877310
CircleBaseV2_003040883,eccDNABase_000624968,eccDNABase_000013846
CircleBaseV2_002871390,eccDNABase_000837497,eccDNABase_000000153
CircleBaseV2_003055204,CircleBaseV2_000050206,eccDNABase_000714754
eccDNABase_000570114,eccDNABase_000455470,eccDNABase_000825897
eccDNABase_000684706,eccDNABase_000682468,eccDNABase_000438818
eccDNABase_000010789,eccDNABase_000010014,CircleBaseV2_000027842
CircleBaseV2_003042468,CircleBaseV2_002859203,eccDNABase_000438737
CircleBaseV2_003030024,CircleBaseV2_003023327,eccDNABase_000531071
CircleBaseV2_002777528,CircleBaseV2_002820477,eccDNABase_000874516
eccDNABase_000749286,CircleBaseV2_002809179,eccDNABase_000014789
eccDNABase_000014529,eccDNABase_000443506,eccDNABase_000619408
eccDNABase_000657522,eccDNABase_000655604,eccDNABase_000012714
eccDNABase_000646077,eccDNABase_000660041,eccDNABase_000817644
CircleBaseV2_000054646,eccDNABase_000673852,CircleBaseV2_002981825
CircleBaseV2_000049315,eccDNABase_000690521,CircleBaseV2_003023036
eccDNABase_000894697,eccDNABase_000000685,eccDNABase_000820391
eccDNABase_000886789,eccDNABase_000874443,CircleBaseV2_000057507
eccDNABase_000015319,eccDNABase_000012355,CircleBaseV2_002898957
CircleBaseV2_002879331,CircleBaseV2_003038548,CircleBaseV2_003067341
eccDNABase_000436648,eccDNABase_000002764,eccDNABase_000693543
eccDNABase_000684109,eccDNABase_000712167,eccDNABase_000442084
eccDNABase_000600596,CircleBaseV2_000061221,eccDNABase_000014749
CircleBaseV2_000000374,CircleBaseV2_002794851,eccDNABase_000873586
eccDNABase_000481589,CircleBaseV2_003023039,eccDNABase_000693332
eccDNABase_000711414,eccDNABase_000606303,eccDNABase_000012815
CircleBaseV2_003023044,eccDNABase_000003366,CircleBaseV2_002880961
eccDNABase_000716138,CircleBaseV2_002805747,eccDNABase_000003362
eccDNABase_000630169,CircleBaseV2_000012283,eccDNABase_000438897
eccDNABase_000912342,eccDNABase_000391876,CircleBaseV2_000011830
eccDNABase_000016174,eccDNABase_000015351,eccDNABase_000592593
CircleBaseV2_003068246,eccDNABase_000438664,eccDNABase_000578331
CircleBaseV2_002830370,CircleBaseV2_002849309,CircleBaseV2_003055238
eccDNABase_000570123,eccDNABase_000012848,eccDNABase_000604571
eccDNABase_000892539,eccDNABase_000014217,eccDNABase_000717767
CircleBaseV2_003025714,CircleBaseV2_002780108,eccDNABase_000874543
CircleBaseV2_002992917,eccDNABase_000011476,CircleBaseV2_000000599
eccDNABase_000537372,eccDNABase_000014674,eccDNABase_000601761
eccDNABase_000439945,eccDNABase_000012472,eccDNABase_000588507
eccDNABase_000012327,eccDNABase_000569172,CircleBaseV2_002765028
CircleBaseV2_001820011,eccDNABase_000014529,eccDNABase_000781822
eccDNABase_000439334,CircleBaseV2_002996383,eccDNABase_000690237
CircleBaseV2_003042422,CircleBaseV2_003024186,eccDNABase_000014257
eccDNABase_000607379,eccDNABase_000670678,CircleBaseV2_000019689
eccDNABase_000533718,eccDNABase_000526511,eccDNABase_000595679
eccDNABase_000715024,eccDNABase_000578537,eccDNABase_000015978
eccDNABase_000012395,eccDNABase_000016203,CircleBaseV2_002849709
eccDNABase_000823107,CircleBaseV2_000007495,eccDNABase_000568188
CircleBaseV2_003054449,eccDNABase_000012629,eccDNABase_000707343
eccDNABase_000013380,eccDNABase_000010013,eccDNABase_000902866
eccDNABase_000006155,eccDNABase_000107641,eccDNABase_000615567
CircleBaseV2_002988603,eccDNABase_000010953,eccDNABase_000901552
eccDNABase_000013374,eccDNABase_000570401,CircleBaseV2_002841227
CircleBaseV2_003055320,CircleBaseV2_000054621,CircleBaseV2_002827217
eccDNABase_000892689,CircleBaseV2_003068243,CircleBaseV2_002829057
eccDNABase_000530522,eccDNABase_000443483,eccDNABase_000896599
CircleBaseV2_003054818,eccDNABase_000749921,eccDNABase_000641273
CircleBaseV2_002826690,eccDNABase_000680641,eccDNABase_000559216
eccDNABase_000015601,eccDNABase_000530419,CircleBaseV2_002837966
eccDNABase_000123116,CircleBaseV2_002999870,CircleBaseV2_002820109
eccDNABase_000892424,eccDNABase_000543633,CircleBaseV2_002895457
eccDNABase_000797489,eccDNABase_000817928,CircleBaseV2_003067342
eccDNABase_000680069,CircleBaseV2_002816240,eccDNABase_000016221
eccDNABase_000692619,CircleBaseV2_003049408,eccDNABase_000016036
eccDNABase_000535976,eccDNABase_000527265,CircleBaseV2_002784238
eccDNABase_000448156,CircleBaseV2_001853317,CircleBaseV2_000003496
eccDNABase_000016203,CircleBaseV2_003054448,eccDNABase_000715579
eccDNABase_000012378,eccDNABase_000438692,eccDNABase_000714446
eccDNABase_000547239,eccDNABase_000009264,eccDNABase_000815458
CircleBaseV2_002775594,CircleBaseV2_000030450,eccDNABase_000817640
CircleBaseV2_002813481,CircleBaseV2_000011931,eccDNABase_000011831
eccDNABase_000015247,eccDNABase_000535978,eccDNABase_000907739
eccDNABase_000005990,eccDNABase_000894554,eccDNABase_000609166
eccDNABase_000001494,eccDNABase_000442191,CircleBaseV2_002841022
CircleBaseV2_003031773,CircleBaseV2_002863203,eccDNABase_000015351
eccDNABase_000840722,eccDNABase_000629846,eccDNABase_000873589
eccDNABase_000806277,eccDNABase_000607920,eccDNABase_000076666
CircleBaseV2_003055254,eccDNABase_000537375,CircleBaseV2_002817099
eccDNABase_000014987,eccDNABase_000450200,eccDNABase_000619201
CircleBaseV2_003054391,eccDNABase_000442205,CircleBaseV2_002883161
CircleBaseV2_002807147,CircleBaseV2_000028067,eccDNABase_000002730
eccDNABase_000797261,CircleBaseV2_002830551,eccDNABase_000892959
eccDNABase_000893445,eccDNABase_000011495,CircleBaseV2_002846301
eccDNABase_000900430,eccDNABase_000587014,eccDNABase_000438818
eccDNABase_000819000,eccDNABase_000804086,eccDNABase_000116201
CircleBaseV2_000011553,eccDNABase_000673772,eccDNABase_000002874
eccDNABase_000002549,eccDNABase_000012135,eccDNABase_000796131
eccDNABase_000470109,eccDNABase_000438798,CircleBaseV2_002895879
eccDNABase_000010605,eccDNABase_000016203,eccDNABase_000822970
CircleBaseV2_000025730,eccDNABase_000013755,eccDNABase_000783659
CircleBaseV2_002823739,eccDNABase_000628461,CircleBaseV2_003052231
eccDNABase_000014432,eccDNABase_000016177,CircleBaseV2_002849871
CircleBaseV2_002772420,CircleBaseV2_000010854,CircleBaseV2_000006977
CircleBaseV2_003070169,eccDNABase_000603136,eccDNABase_000446294
eccDNABase_000015351,eccDNABase_000886790,CircleBaseV2_002821499
CircleBaseV2_002896311,eccDNABase_000698419,CircleBaseV2_002752530
eccDNABase_000705818,CircleBaseV2_002804861,CircleBaseV2_003067344
CircleBaseV2_003048680,CircleBaseV2_002806966,eccDNABase_000537355
eccDNABase_000013446,eccDNABase_000015351,CircleBaseV2_002761003
CircleBaseV2_003024918,eccDNABase_000638229,CircleBaseV2_003021693
eccDNABase_000009082,eccDNABase_000439090,eccDNABase_000635742
eccDNABase_000504269,eccDNABase_000886793,eccDNABase_000900066
eccDNABase_000910124,CircleBaseV2_002837306,eccDNABase_000439828
eccDNABase_000580240,eccDNABase_000606014,CircleBaseV2_002946478
eccDNABase_000886789,eccDNABase_000436672,CircleBaseV2_002824708
eccDNABase_000016203,eccDNABase_000912215,eccDNABase_000687978
eccDNABase_000894647,eccDNABase_000439913,eccDNABase_000658235
eccDNABase_000538722,eccDNABase_000380024,CircleBaseV2_002857702
CircleBaseV2_002824897,eccDNABase_000834603,eccDNABase_000441961
eccDNABase_000438809,CircleBaseV2_000009703,eccDNABase_000823211
eccDNABase_000207816,eccDNABase_000010004,eccDNABase_000598155
eccDNABase_000653838,CircleBaseV2_002766633,CircleBaseV2_003054446
CircleBaseV2_003040224,eccDNABase_000692151,eccDNABase_000016170
CircleBaseV2_002783369,eccDNABase_000825070,eccDNABase_000439797
eccDNABase_000577079,eccDNABase_000809354,eccDNABase_000014939
eccDNABase_000530885,eccDNABase_000002318,eccDNABase_000672888
eccDNABase_000581919,CircleBaseV2_002768124,eccDNABase_000912185
eccDNABase_000015223,eccDNABase_000530434,CircleBaseV2_000063155
eccDNABase_000656911,eccDNABase_000579772,eccDNABase_000537365
eccDNABase_000573692,eccDNABase_000016209,CircleBaseV2_002839278
eccDNABase_000436729,eccDNABase_000015096,CircleBaseV2_003066756
CircleBaseV2_002879600,eccDNABase_000669970,eccDNABase_000537363
eccDNABase_000817643,eccDNABase_000015978,eccDNABase_000645561
CircleBaseV2_003054448,eccDNABase_000537379,CircleBaseV2_002841278
CircleBaseV2_000012320,CircleBaseV2_002760644,eccDNABase_000874442
CircleBaseV2_002773703,CircleBaseV2_000022396,CircleBaseV2_003067334
eccDNABase_000009917,eccDNABase_000530558,eccDNABase_000685762
CircleBaseV2_003009164,eccDNABase_000010007,CircleBaseV2_002831732
eccDNABase_000530504,eccDNABase_000507243,CircleBaseV2_002789073
eccDNABase_000537377,eccDNABase_000109558,eccDNABase_000664818
CircleBaseV2_003067342,eccDNABase_000015351,CircleBaseV2_003039505
CircleBaseV2_001696634,eccDNABase_000512423,CircleBaseV2_002860356
eccDNABase_000530919,eccDNABase_000438798,CircleBaseV2_000042717
eccDNABase_000047517,eccDNABase_000443497,eccDNABase_000638019
eccDNABase_000578627,CircleBaseV2_002884249,eccDNABase_000530385
eccDNABase_000800673,CircleBaseV2_000012964,eccDNABase_000490269
eccDNABase_000580641,CircleBaseV2_000007932,eccDNABase_000537386
eccDNABase_000628116,eccDNABase_000797911,CircleBaseV2_000160636
eccDNABase_000439840,eccDNABase_000443504,eccDNABase_000639497
CircleBaseV2_000052760,eccDNABase_000012969,CircleBaseV2_000004527
CircleBaseV2_002871049,eccDNABase_000715667,eccDNABase_000912883
eccDNABase_000552657,CircleBaseV2_002923132,eccDNABase_000709189
eccDNABase_000010008,eccDNABase_000160454,eccDNABase_000671833
CircleBaseV2_003055079,eccDNABase_000002877,eccDNABase_000452894
CircleBaseV2_000009923,CircleBaseV2_002884239,eccDNABase_000570196
eccDNABase_000002505,eccDNABase_000010733,CircleBaseV2_002769347
eccDNABase_000706255,CircleBaseV2_002828767,CircleBaseV2_000000425
eccDNABase_000685852,CircleBaseV2_000051898,eccDNABase_000013985
eccDNABase_000013032,eccDNABase_000441880,eccDNABase_000789317
CircleBaseV2_000001967,eccDNABase_000598554,eccDNABase_000002350
CircleBaseV2_003054430,eccDNABase_000530521,eccDNABase_000659810
eccDNABase_000016108,eccDNABase_000015351,eccDNABase_000844413
eccDNABase_000713556,CircleBaseV2_002828022,eccDNABase_000011265
CircleBaseV2_002901445,eccDNABase_000819587,eccDNABase_000026804
eccDNABase_000680746,eccDNABase_000702324,eccDNABase_000874442
CircleBaseV2_003026990,CircleBaseV2_003033147,eccDNABase_000490964
eccDNABase_000784108,CircleBaseV2_002820722,eccDNABase_000012110
CircleBaseV2_002869106,eccDNABase_000635298,eccDNABase_000015351
CircleBaseV2_002831411,eccDNABase_000660137,CircleBaseV2_003067334
eccDNABase_000656380,CircleBaseV2_002832206,eccDNABase_000442294
CircleBaseV2_000029787,CircleBaseV2_003070416,eccDNABase_000441903
CircleBaseV2_003045985,CircleBaseV2_000042085,eccDNABase_000442286
CircleBaseV2_000029270,eccDNABase_000669883,eccDNABase_000010605
eccDNABase_000443495,eccDNABase_000886781,CircleBaseV2_003023242
eccDNABase_000873582,eccDNABase_000015351,CircleBaseV2_002894893
CircleBaseV2_002848312,eccDNABase_000710282,eccDNABase_000446624
eccDNABase_000530528,eccDNABase_000016221,eccDNABase_000662872
eccDNABase_000016203,eccDNABase_000011378,CircleBaseV2_002843619
CircleBaseV2_000062362,eccDNABase_000015978,CircleBaseV2_002768678
CircleBaseV2_000053108,eccDNABase_000597217,eccDNABase_000013745
eccDNABase_000012375,eccDNABase_000537362,CircleBaseV2_002847117
eccDNABase_000716449,CircleBaseV2_002779617,eccDNABase_000015349
eccDNABase_000623802,CircleBaseV2_000061493,eccDNABase_000530504
CircleBaseV2_000037664,CircleBaseV2_002887515,eccDNABase_000096432
CircleBaseV2_002798129,CircleBaseV2_002900535,eccDNABase_000124231
eccDNABase_000664630,CircleBaseV2_002783325,eccDNABase_000446261
eccDNABase_000010953,eccDNABase_000894025,eccDNABase_000782489
CircleBaseV2_002886733,CircleBaseV2_002803020,eccDNABase_000015514
CircleBaseV2_003054847,CircleBaseV2_003020402,CircleBaseV2_002849425
eccDNABase_000800647,CircleBaseV2_002824018,eccDNABase_000530227
eccDNABase_000524296,eccDNABase_000001909,eccDNABase_000902544
CircleBaseV2_003067334,CircleBaseV2_002209075,CircleBaseV2_002791428
CircleBaseV2_002990674,eccDNABase_000439619,eccDNABase_000590497
CircleBaseV2_002764567,CircleBaseV2_002843361,eccDNABase_000016272
eccDNABase_000455458,eccDNABase_000535978,CircleBaseV2_000051436
CircleBaseV2_002847508,CircleBaseV2_000026759,eccDNABase_000888188
eccDNABase_000446478,eccDNABase_000013850,CircleBaseV2_003040196
eccDNABase_000014103,eccDNABase_000438985,CircleBaseV2_002828203
eccDNABase_000013912,eccDNABase_000015611,CircleBaseV2_002837974
CircleBaseV2_002805535,eccDNABase_000632410,eccDNABase_000873600
eccDNABase_000695051,CircleBaseV2_002871054,eccDNABase_000530913
CircleBaseV2_002411685,CircleBaseV2_003054446,CircleBaseV2_002801263
CircleBaseV2_002870801,eccDNABase_000799659,eccDNABase_000890778
CircleBaseV2_003067815,eccDNABase_000537375,eccDNABase_000683043
eccDNABase_000572871,eccDNABase_000535875,CircleBaseV2_000046293
eccDNABase_000530521,eccDNABase_000009192,eccDNABase_000583197
eccDNABase_000049718,eccDNABase_000005796,CircleBaseV2_002820698
CircleBaseV2_002804343,CircleBaseV2_002844970,eccDNABase_000010947
eccDNABase_000013425,eccDNABase_000015978,eccDNABase_000581630
eccDNABase_000633879,CircleBaseV2_002864517,eccDNABase_000484271
CircleBaseV2_003054422,eccDNABase_000013726,CircleBaseV2_002881209
eccDNABase_000798401,CircleBaseV2_002805967,eccDNABase_000007205
eccDNABase_000009281,eccDNABase_000455466,eccDNABase_000788186
eccDNABase_000537363,eccDNABase_000535976,eccDNABase_000713119
eccDNABase_000010010,eccDNABase_000477181,CircleBaseV2_002816331
CircleBaseV2_003067380,CircleBaseV2_003055254,CircleBaseV2_002806785
eccDNABase_000651764,eccDNABase_000690742,CircleBaseV2_003054449
eccDNABase_000443491,eccDNABase_000443471,eccDNABase_000676877
eccDNABase_000015550,eccDNABase_000530479,CircleBaseV2_003041068
eccDNABase_000569931,eccDNABase_000015351,CircleBaseV2_002835547
CircleBaseV2_002543809,eccDNABase_000012157,eccDNABase_000679159
CircleBaseV2_003055255,eccDNABase_000519494,eccDNABase_000589196
eccDNABase_000594283,CircleBaseV2_003054409,eccDNABase_000874443
eccDNABase_000641524,eccDNABase_000659559,eccDNABase_000275506
CircleBaseV2_003055255,eccDNABase_000739991,CircleBaseV2_002760460
eccDNABase_000011407,eccDNABase_000011607,eccDNABase_000813613
eccDNABase_000007007,eccDNABase_000002289,eccDNABase_000804631
CircleBaseV2_003023039,eccDNABase_000010561,CircleBaseV2_002809001
CircleBaseV2_000051671,CircleBaseV2_000016423,CircleBaseV2_002999327
CircleBaseV2_002060815,eccDNABase_000760190,CircleBaseV2_000045599
CircleBaseV2_003023044,CircleBaseV2_000019480,eccDNABase_000837075
CircleBaseV2_000033726,eccDNABase_000777909,eccDNABase_000015879
eccDNABase_000013519,eccDNABase_000438809,eccDNABase_000795579
CircleBaseV2_003054424,eccDNABase_000887245,CircleBaseV2_002790554
eccDNABase_000899002,CircleBaseV2_002901756,eccDNABase_000893125
eccDNABase_000038989,eccDNABase_000010622,CircleBaseV2_003047069
eccDNABase_000800202,eccDNABase_000622836,eccDNABase_000448816
CircleBaseV2_002802356,CircleBaseV2_002815304,eccDNABase_000016221
eccDNABase_000874444,eccDNABase_000016221,eccDNABase_000673503
eccDNABase_000012449,eccDNABase_000228591,CircleBaseV2_002887880
CircleBaseV2_000038525,CircleBaseV2_002873875,eccDNABase_000001193
eccDNABase_000011795,eccDNABase_000016036,CircleBaseV2_002840379
CircleBaseV2_003044630,CircleBaseV2_002828931,eccDNABase_000013726
CircleBaseV2_000024653,eccDNABase_000718228,CircleBaseV2_002999303
CircleBaseV2_002821751,CircleBaseV2_002815023,eccDNABase_000015351
CircleBaseV2_003043562,eccDNABase_000831835,eccDNABase_000574071
eccDNABase_000013492,eccDNABase_000012848,CircleBaseV2_002847133
CircleBaseV2_003018624,eccDNABase_000011064,eccDNABase_000899439
CircleBaseV2_002859997,CircleBaseV2_002826554,eccDNABase_000013392
CircleBaseV2_002836733,CircleBaseV2_000044098,CircleBaseV2_003055026
CircleBaseV2_000036699,CircleBaseV2_003037600,CircleBaseV2_000044009
eccDNABase_000798020,eccDNABase_000835943,eccDNABase_000522544
eccDNABase_000002652,eccDNABase_000009115,eccDNABase_000709346
eccDNABase_000840891,eccDNABase_000652191,eccDNABase_000537362
CircleBaseV2_002860957,eccDNABase_000844304,eccDNABase_000015096
CircleBaseV2_000002315,eccDNABase_000740866,eccDNABase_000442183
eccDNABase_000512340,eccDNABase_000548611,CircleBaseV2_002898361
eccDNABase_000013436,eccDNABase_000010949,eccDNABase_000634875
eccDNABase_000522091,eccDNABase_000011368,CircleBaseV2_002787634
eccDNABase_000639132,CircleBaseV2_002802439,CircleBaseV2_002911373
eccDNABase_000006992,eccDNABase_000014529,eccDNABase_000637414
eccDNABase_000833798,CircleBaseV2_002861443,CircleBaseV2_000020577
CircleBaseV2_003036138,eccDNABase_000712852,eccDNABase_000886781
eccDNABase_000803018,eccDNABase_000714049,eccDNABase_000016099
eccDNABase_000873601,eccDNABase_000008992,CircleBaseV2_002889182
CircleBaseV2_002800383,eccDNABase_000822422,eccDNABase_000012475
eccDNABase_000646257,CircleBaseV2_003036275,CircleBaseV2_003054437
eccDNABase_000775056,CircleBaseV2_002991847,eccDNABase_000693612
eccDNABase_000015351,eccDNABase_000008177,eccDNABase_000705193
eccDNABase_000830570,eccDNABase_000904718,CircleBaseV2_003055256
CircleBaseV2_003042218,eccDNABase_000837817,eccDNABase_000014455
eccDNABase_000442024,eccDNABase_000012919,CircleBaseV2_000036897
eccDNABase_000439668,CircleBaseV2_003023038,CircleBaseV2_002838952
CircleBaseV2_002900546,CircleBaseV2_002868058,eccDNABase_000013701
eccDNABase_000680901,CircleBaseV2_000007983,eccDNABase_000443471
eccDNABase_000596674,CircleBaseV2_002780010,eccDNABase_000817645
eccDNABase_000013232,CircleBaseV2_000035179,eccDNABase_000835084
eccDNABase_000010629,CircleBaseV2_000043804,CircleBaseV2_002856897
eccDNABase_000537377,eccDNABase_000888101,CircleBaseV2_002815776
eccDNABase_000834164,CircleBaseV2_002856456,eccDNABase_000455476
eccDNABase_000455481,eccDNABase_000737174,eccDNABase_000649232
eccDNABase_000530600,eccDNABase_000013442,CircleBaseV2_003037637
CircleBaseV2_003041145,CircleBaseV2_002891405,eccDNABase_000531136
CircleBaseV2_000027950,eccDNABase_000893875,CircleBaseV2_002811655
CircleBaseV2_000030852,CircleBaseV2_002886875,eccDNABase_000893865
eccDNABase_000743337,eccDNABase_000438818,eccDNABase_000904713
eccDNABase_000898008,CircleBaseV2_002854577,eccDNABase_000439759
eccDNABase_000013446,eccDNABase_000455463,eccDNABase_000680378
CircleBaseV2_003029384,eccDNABase_000589438,eccDNABase_000118618
CircleBaseV2_002782131,CircleBaseV2_000033879,eccDNABase_000011340
eccDNABase_000908847,eccDNABase_000582830,CircleBaseV2_002994465
eccDNABase_000825904,CircleBaseV2_002893729,CircleBaseV2_003055371
eccDNABase_000015247,eccDNABase_000893773,CircleBaseV2_000021945
eccDNABase_000013755,CircleBaseV2_003023042,eccDNABase_000677637
eccDNABase_000783404,CircleBaseV2_000003894,eccDNABase_000439564
eccDNABase_000874443,CircleBaseV2_002977798,CircleBaseV2_002891023
CircleBaseV2_003023040,eccDNABase_000446594,CircleBaseV2_000023979
eccDNABase_000439182,eccDNABase_000530504,CircleBaseV2_002797677
CircleBaseV2_000001733,eccDNABase_000616164,eccDNABase_000451366
eccDNABase_000015879,CircleBaseV2_002990662,CircleBaseV2_002851006
eccDNABase_000673701,CircleBaseV2_000015906,eccDNABase_000013755
eccDNABase_000010605,CircleBaseV2_000026168,CircleBaseV2_000047013
eccDNABase_000896178,CircleBaseV2_002903478,CircleBaseV2_002990663
eccDNABase_000526547,CircleBaseV2_003015596,eccDNABase_000783851
eccDNABase_000720260,CircleBaseV2_002993814,CircleBaseV2_002887515
CircleBaseV2_003037902,CircleBaseV2_002808967,eccDNABase_000537375
eccDNABase_000843203,CircleBaseV2_002825782,CircleBaseV2_002991897
eccDNABase_000689474,eccDNABase_000784006,eccDNABase_000016144
eccDNABase_000887835,eccDNABase_000011749,CircleBaseV2_002860593
eccDNABase_000654570,eccDNABase_000578466,eccDNABase_000874442
eccDNABase_000438798,eccDNABase_000011473,CircleBaseV2_002860556
CircleBaseV2_002855349,CircleBaseV2_002901029,eccDNABase_000438818
eccDNABase_000707482,CircleBaseV2_002831408,eccDNABase_000097547
eccDNABase_000832070,CircleBaseV2_000027406,eccDNABase_000013635
CircleBaseV2_003019634,eccDNABase_000015351,CircleBaseV2_002810683
eccDNABase_000012647,eccDNABase_000874444,CircleBaseV2_000063353
CircleBaseV2_000047859,eccDNABase_000010839,CircleBaseV2_002766397
eccDNABase_000005641,eccDNABase_000451126,eccDNABase_000668715
CircleBaseV2_003003010,CircleBaseV2_000028517,CircleBaseV2_002767305
eccDNABase_000795128,CircleBaseV2_000019277,eccDNABase_000013580
CircleBaseV2_002798328,eccDNABase_000451861,CircleBaseV2_000014193
eccDNABase_000530367,eccDNABase_000507079,CircleBaseV2_003070407
CircleBaseV2_002854209,CircleBaseV2_003048795,eccDNABase_000015978
CircleBaseV2_000052431,CircleBaseV2_002876997,eccDNABase_000446430
eccDNABase_000446254,eccDNABase_000015351,eccDNABase_000706091
CircleBaseV2_002723018,eccDNABase_000886781,eccDNABase_000663075
eccDNABase_000016221,CircleBaseV2_002976513,eccDNABase_000635198
CircleBaseV2_000045482,CircleBaseV2_003048979,eccDNABase_000874442
CircleBaseV2_003028614,CircleBaseV2_002809383,eccDNABase_000530479
eccDNABase_000530242,eccDNABase_000016099,eccDNABase_000610938
eccDNABase_000588282,eccDNABase_000875062,CircleBaseV2_003055255
eccDNABase_000715016,CircleBaseV2_002844620,eccDNABase_000537365
eccDNABase_000785450,CircleBaseV2_000027056,CircleBaseV2_003055208
CircleBaseV2_002823517,CircleBaseV2_003039115,eccDNABase_000438798
eccDNABase_000838147,CircleBaseV2_002801100,eccDNABase_000013263
eccDNABase_000887924,eccDNABase_000443498,CircleBaseV2_002832930
eccDNABase_000818054,eccDNABase_000805243,eccDNABase_000443479
CircleBaseV2_000028087,eccDNABase_000016206,eccDNABase_000671147
CircleBaseV2_002855517,CircleBaseV2_000048986,eccDNABase_000439681
eccDNABase_000912658,eccDNABase_000491428,CircleBaseV2_000018787
eccDNABase_000838471,CircleBaseV2_002786697,eccDNABase_000447981
CircleBaseV2_002903224,eccDNABase_000700753,eccDNABase_000438798
eccDNABase_000443485,eccDNABase_000012124,CircleBaseV2_002819714
eccDNABase_000027635,eccDNABase_000532867,eccDNABase_000703185
CircleBaseV2_000011163,CircleBaseV2_000010796,eccDNABase_000002275
eccDNABase_000640308,eccDNABase_000707145,CircleBaseV2_000049297
CircleBaseV2_002870268,eccDNABase_000808997,eccDNABase_000533275
CircleBaseV2_000016012,eccDNABase_000898676,eccDNABase_000006968
eccDNABase_000832480,eccDNABase_000816959,eccDNABase_000449600
eccDNABase_000530457,eccDNABase_000015978,eccDNABase_000620994
eccDNABase_000685784,CircleBaseV2_002862547,eccDNABase_000523934
eccDNABase_000837782,CircleBaseV2_002770589,eccDNABase_000016302
eccDNABase_000656208,eccDNABase_000761843,eccDNABase_000012124
eccDNABase_000648840,eccDNABase_000781801,eccDNABase_000443483
eccDNABase_000812296,CircleBaseV2_000044618,eccDNABase_000013168
eccDNABase_000012381,eccDNABase_000530558,CircleBaseV2_002794628
CircleBaseV2_000025183,CircleBaseV2_002761408,CircleBaseV2_003023042
eccDNABase_000889464,eccDNABase_000745624,eccDNABase_000190234
eccDNABase_000000913,eccDNABase_000874442,eccDNABase_000845203
