id,label,disease
CircleBaseV2_002893385,0,Healthy
CircleBaseV2_002845811,0,Healthy
eccDNABase_000593794,0,Healthy
CircleBaseV2_000028221,0,Healthy
eccDNABase_000006234,1,Primary pulmonary hypertension
eccDNABase_000338907,1,Ovarian cancer
CircleBaseV2_003054557,1,Glioblastoma cancer
CircleBaseV2_000012584,0,Healthy
eccDNABase_000910035,0,Healthy
eccDNABase_000811473,0,Healthy
eccDNABase_000009358,1,Hypopharynx cancer
CircleBaseV2_003014310,1,Stomach
eccDNABase_000068411,1,Lymphoma
CircleBaseV2_002835542,0,Healthy
eccDNABase_000787819,0,Healthy
eccDNABase_000633339,0,Healthy
eccDNABase_000430221,1,Ovarian cancer
eccDNABase_000901948,0,Healthy
eccDNABase_000887703,1,Dilated cardiomyopathy
eccDNABase_000694445,0,Healthy
CircleBaseV2_002888083,0,Healthy
eccDNABase_000525473,1,Breast cancer
eccDNABase_000842114,0,Healthy
eccDNABase_000750463,1,Multiple diseases
CircleBaseV2_002818465,0,Healthy
eccDNABase_000609069,0,Healthy
CircleBaseV2_003054546,1,Glioblastoma cancer
eccDNABase_000874451,1,Breast cancer
CircleBaseV2_002858606,0,Healthy
eccDNABase_000692801,0,Healthy
eccDNABase_000572908,1,Glioblastoma
eccDNABase_000538242,1,Coronary artery disease
eccDNABase_000912592,1,Fetal growth restriction
CircleBaseV2_003038134,0,Healthy
CircleBaseV2_000024240,0,Healthy
CircleBaseV2_002871670,0,Healthy
CircleBaseV2_003027933,0,Healthy
CircleBaseV2_000041478,1,Cataract
eccDNABase_000772633,0,Healthy
eccDNABase_000893634,1,Colorectal adenoma
CircleBaseV2_002886041,0,Healthy
eccDNABase_000449372,1,Colon cancer
CircleBaseV2_002801248,0,Healthy
eccDNABase_000438868,1,Coronary artery disease
CircleBaseV2_002878717,0,Healthy
CircleBaseV2_002881666,0,Healthy
eccDNABase_000668184,0,Healthy
eccDNABase_000751413,1,Multiple diseases
eccDNABase_000611986,0,Healthy
CircleBaseV2_000055021,0,Healthy
eccDNABase_000791761,0,Healthy
CircleBaseV2_002870232,0,Healthy
CircleBaseV2_002766708,0,Healthy
eccDNABase_000572572,1,Glioblastoma
eccDNABase_000439742,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000664889,0,Healthy
eccDNABase_000633678,0,Healthy
CircleBaseV2_003049960,0,Healthy
eccDNABase_000611571,0,Healthy
eccDNABase_000782554,0,Healthy
eccDNABase_000571166,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000607540,0,Healthy
eccDNABase_000569655,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002864261,0,Healthy
eccDNABase_000429563,1,Prostate cancer
CircleBaseV2_002858940,0,Healthy
eccDNABase_000589064,0,Healthy
eccDNABase_000810384,0,Healthy
CircleBaseV2_000044456,0,Healthy
eccDNABase_000583628,0,Healthy
eccDNABase_000589728,0,Healthy
eccDNABase_000007151,1,Hypopharynx cancer
CircleBaseV2_002768942,0,Healthy
CircleBaseV2_000054302,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000451451,1,Liver cancer
eccDNABase_000555356,1,Stomach cancer
CircleBaseV2_002992717,1,Primary pulmonary hypertension
eccDNABase_000533143,1,Melanoma
eccDNABase_000599692,0,Healthy
eccDNABase_000010640,1,Liver cancer
CircleBaseV2_002761015,0,Healthy
eccDNABase_000439499,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_003016865,1,Stomach
eccDNABase_000570528,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000554182,1,Stomach cancer
eccDNABase_000887913,1,Dilated cardiomyopathy
CircleBaseV2_003026635,0,Healthy
eccDNABase_000712738,0,Healthy
eccDNABase_000626112,0,Healthy
eccDNABase_000758075,1,Multiple diseases
eccDNABase_000034679,1,Cervical adenocarcinoma
CircleBaseV2_001029703,1,Gastric cancer
eccDNABase_000513365,1,Leukemia
CircleBaseV2_003030943,0,Healthy
eccDNABase_000106287,1,Cervical adenocarcinoma
eccDNABase_000533713,1,Melanoma
eccDNABase_000446556,1,Lung cancer
CircleBaseV2_002895186,0,Healthy
CircleBaseV2_003055104,1,Glioblastoma cancer
eccDNABase_000619853,0,Healthy
eccDNABase_000530708,1,Neuroblastoma
eccDNABase_000389623,1,Ovarian cancer
eccDNABase_000449796,1,Colon cancer
eccDNABase_000439159,1,Sarcoma
eccDNABase_000689582,0,Healthy
eccDNABase_000570672,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002783181,0,Healthy
eccDNABase_000499864,1,Hiv infectious disease
eccDNABase_000719111,0,Healthy
eccDNABase_000683985,0,Healthy
eccDNABase_000010882,1,Esophageal cancer
eccDNABase_000719328,0,Healthy
eccDNABase_000788646,0,Healthy
CircleBaseV2_003060266,1,Prostate cancer
CircleBaseV2_002837828,0,Healthy
CircleBaseV2_000025631,0,Healthy
CircleBaseV2_002810625,0,Healthy
CircleBaseV2_000043150,0,Healthy
CircleBaseV2_002840632,0,Healthy
eccDNABase_000004132,1,Primary pulmonary hypertension
eccDNABase_000446245,1,Lung cancer
eccDNABase_000824009,0,Healthy
eccDNABase_000011041,1,Skin cancer
eccDNABase_000738995,1,Multiple diseases
eccDNABase_000014306,1,Sarcoma
eccDNABase_000016089,1,Lung adenocarcinoma
CircleBaseV2_000058724,0,Healthy
eccDNABase_000164562,1,Ovarian cancer
eccDNABase_000640879,0,Healthy
eccDNABase_000632560,0,Healthy
eccDNABase_000585290,0,Healthy
CircleBaseV2_000033388,1,Cataract
eccDNABase_000694001,0,Healthy
CircleBaseV2_002841340,0,Healthy
CircleBaseV2_000049284,1,Cataract
eccDNABase_000053135,1,Cervical adenocarcinoma
eccDNABase_000521003,1,Leukemia
eccDNABase_000002284,1,Clear cell renal cell carcinoma
CircleBaseV2_000026977,0,Healthy
eccDNABase_000904236,0,Healthy
CircleBaseV2_002878149,0,Healthy
eccDNABase_000534159,1,Melanoma
eccDNABase_000645354,0,Healthy
eccDNABase_000893380,1,Colorectal adenoma
CircleBaseV2_002873061,0,Healthy
eccDNABase_000320618,1,Ovarian cancer
eccDNABase_000012342,1,Esophageal cancer
eccDNABase_000439150,1,Sarcoma
eccDNABase_000896734,0,Healthy
eccDNABase_000439759,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_002877230,0,Healthy
eccDNABase_000790985,0,Healthy
eccDNABase_000001468,1,Chronic kidney disease
eccDNABase_000512336,1,Hematopoietic cancer
CircleBaseV2_002885720,0,Healthy
CircleBaseV2_003010023,1,Stomach
CircleBaseV2_000058054,1,Cataract
CircleBaseV2_002890304,0,Healthy
CircleBaseV2_002870072,0,Healthy
eccDNABase_000693420,0,Healthy
CircleBaseV2_001780059,1,Gastric cancer
eccDNABase_000178681,1,Ovarian cancer
eccDNABase_000647116,0,Healthy
eccDNABase_000530598,1,Pancreatic cancer
eccDNABase_000007644,1,Hypopharynx cancer
eccDNABase_000832374,0,Healthy
eccDNABase_000438703,1,Hematopoietic cancer
CircleBaseV2_000052154,1,Cataract
eccDNABase_000016257,1,Sarcoma
CircleBaseV2_003007698,1,Stomach
CircleBaseV2_002854684,0,Healthy
eccDNABase_000824051,0,Healthy
eccDNABase_000512625,1,Leukemia
eccDNABase_000013985,1,Lung squamous cell cancer
CircleBaseV2_002872855,0,Healthy
eccDNABase_000756898,0,Healthy
eccDNABase_000452003,0,Healthy
eccDNABase_000530779,1,Neuroblastoma
CircleBaseV2_002864296,0,Healthy
eccDNABase_000643322,0,Healthy
CircleBaseV2_002970914,1,Colorectal cancer
eccDNABase_000436679,1,Kidney cancer
CircleBaseV2_000029506,0,Healthy
eccDNABase_000654945,0,Healthy
eccDNABase_000446379,1,Lung cancer
eccDNABase_000002650,1,Clear cell renal cell carcinoma
CircleBaseV2_002814947,0,Healthy
eccDNABase_000002470,1,Clear cell renal cell carcinoma
CircleBaseV2_002895284,0,Healthy
CircleBaseV2_000007436,1,Cataract
eccDNABase_000618793,0,Healthy
CircleBaseV2_001162971,1,Gastric cancer
eccDNABase_000637382,0,Healthy
CircleBaseV2_002857422,0,Healthy
eccDNABase_000770992,0,Healthy
CircleBaseV2_002824546,0,Healthy
eccDNABase_000703960,0,Healthy
eccDNABase_000557748,1,Stomach cancer
eccDNABase_000838254,0,Healthy
CircleBaseV2_003055277,1,Breast cancer
eccDNABase_000009340,1,Hypopharynx cancer
eccDNABase_000512389,1,Hematopoietic cancer
CircleBaseV2_002999381,1,Stomach
eccDNABase_000599209,0,Healthy
eccDNABase_000685090,0,Healthy
eccDNABase_000001414,1,Chronic kidney disease
CircleBaseV2_002902983,0,Healthy
eccDNABase_000790729,0,Healthy
eccDNABase_000719895,0,Healthy
eccDNABase_000748085,1,Multiple diseases
eccDNABase_000122183,1,Cervical adenocarcinoma
CircleBaseV2_003054892,1,Glioblastoma cancer
eccDNABase_000822721,0,Healthy
CircleBaseV2_002975723,1,Colorectal cancer
eccDNABase_000843297,0,Healthy
eccDNABase_000010645,1,Lung adenocarcinoma
eccDNABase_000644365,0,Healthy
CircleBaseV2_002844239,0,Healthy
eccDNABase_000615149,0,Healthy
eccDNABase_000000059,1,Chronic kidney disease
CircleBaseV2_002851845,0,Healthy
CircleBaseV2_003003454,1,Stomach
eccDNABase_000472131,1,Hiv infectious disease
CircleBaseV2_002801051,0,Healthy
eccDNABase_000443506,1,Gastrointestinal stromal tumor
eccDNABase_000477403,1,Hiv infectious disease
eccDNABase_000439894,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000523861,1,Melanoma
CircleBaseV2_002810293,0,Healthy
CircleBaseV2_003023167,0,Healthy
CircleBaseV2_002762143,0,Healthy
CircleBaseV2_002760910,0,Healthy
CircleBaseV2_003042847,0,Healthy
CircleBaseV2_002770345,0,Healthy
eccDNABase_000439604,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000538740,1,Coronary artery disease
eccDNABase_000906877,0,Healthy
eccDNABase_000571144,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000569754,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000706334,0,Healthy
eccDNABase_000015346,1,Lung squamous cell cancer
CircleBaseV2_000044585,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002870115,0,Healthy
eccDNABase_000439789,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_000021421,0,Healthy
CircleBaseV2_000012278,0,Healthy
CircleBaseV2_003054464,1,Glioblastoma cancer
eccDNABase_000913416,1,Fetal growth restriction
eccDNABase_000701428,0,Healthy
eccDNABase_000678470,0,Healthy
eccDNABase_000010925,1,Lung adenocarcinoma
eccDNABase_000679302,0,Healthy
eccDNABase_000895136,0,Healthy
eccDNABase_000592056,0,Healthy
eccDNABase_000093424,1,Lymphoma
CircleBaseV2_001336276,1,Gastric cancer
CircleBaseV2_003048896,0,Healthy
eccDNABase_000001907,1,Chronic kidney disease
eccDNABase_000816606,0,Healthy
eccDNABase_000893172,1,Colorectal adenoma
eccDNABase_000664663,0,Healthy
eccDNABase_000892707,1,Colorectal adenoma
eccDNABase_000016180,1,Esophageal cancer
eccDNABase_000875070,0,Healthy
CircleBaseV2_000011351,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000539229,1,Coronary artery disease
eccDNABase_000709070,0,Healthy
eccDNABase_000913117,1,Fetal growth restriction
eccDNABase_000840627,0,Healthy
CircleBaseV2_000059874,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002848535,0,Healthy
eccDNABase_000010811,1,Lung adenocarcinoma
eccDNABase_000540295,1,Stomach cancer
CircleBaseV2_003068464,1,Dilated cardiomyopathy
eccDNABase_000539136,1,Coronary artery disease
eccDNABase_000654466,0,Healthy
eccDNABase_000551796,1,Stomach cancer
eccDNABase_000668148,0,Healthy
eccDNABase_000000975,1,Chronic kidney disease
eccDNABase_000893578,1,Colorectal adenoma
eccDNABase_000000453,1,Chronic kidney disease
CircleBaseV2_000041764,0,Healthy
eccDNABase_000570861,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_000046439,0,Healthy
eccDNABase_000786832,0,Healthy
CircleBaseV2_000013861,0,Healthy
CircleBaseV2_002837122,0,Healthy
CircleBaseV2_002996490,1,Stomach
CircleBaseV2_003054907,1,Glioblastoma cancer
CircleBaseV2_003069297,0,Healthy
CircleBaseV2_003047028,0,Healthy
CircleBaseV2_002868992,0,Healthy
eccDNABase_000581790,0,Healthy
CircleBaseV2_000043556,0,Healthy
CircleBaseV2_000003730,0,Healthy
eccDNABase_000538477,1,Coronary artery disease
CircleBaseV2_003016945,1,Stomach
CircleBaseV2_002849866,0,Healthy
eccDNABase_000548305,1,Stomach cancer
eccDNABase_000438893,1,Coronary artery disease
eccDNABase_000801599,0,Healthy
eccDNABase_000605655,0,Healthy
eccDNABase_000541184,1,Stomach cancer
CircleBaseV2_002800249,0,Healthy
CircleBaseV2_002855166,0,Healthy
eccDNABase_000524435,1,Melanoma
eccDNABase_000716788,0,Healthy
eccDNABase_000912252,1,Fetal growth restriction
CircleBaseV2_002875389,0,Healthy
eccDNABase_000008953,1,Hypopharynx cancer
CircleBaseV2_003021913,1,Stomach
CircleBaseV2_002791004,0,Healthy
eccDNABase_000107662,1,Cervical adenocarcinoma
CircleBaseV2_000022169,0,Healthy
eccDNABase_000686008,0,Healthy
eccDNABase_000513940,1,Leukemia
eccDNABase_000090762,1,Lymphoma
CircleBaseV2_000002229,0,Healthy
CircleBaseV2_000039095,0,Healthy
eccDNABase_000893914,1,Colorectal adenoma
CircleBaseV2_002889019,0,Healthy
eccDNABase_000607644,0,Healthy
eccDNABase_000528504,1,Leukemia
CircleBaseV2_000044991,1,Cataract
eccDNABase_000509926,1,Leukemia
eccDNABase_000708674,0,Healthy
eccDNABase_000014389,1,Skin cancer
eccDNABase_000805729,0,Healthy
CircleBaseV2_002802866,0,Healthy
eccDNABase_000014017,1,Lung squamous cell cancer
CircleBaseV2_003068772,1,Dilated cardiomyopathy
eccDNABase_000898578,0,Healthy
CircleBaseV2_002788729,0,Healthy
eccDNABase_000812970,0,Healthy
CircleBaseV2_003048541,0,Healthy
eccDNABase_000573435,1,Glioblastoma
eccDNABase_000014009,1,Lung squamous cell cancer
eccDNABase_000299608,1,Ovarian cancer
eccDNABase_000447395,1,Colon cancer
eccDNABase_000115693,1,Lymphoma
eccDNABase_000582113,0,Healthy
eccDNABase_000685333,0,Healthy
eccDNABase_000654032,0,Healthy
eccDNABase_000014179,1,Sarcoma
CircleBaseV2_002826140,0,Healthy
CircleBaseV2_003054761,1,Glioblastoma cancer
eccDNABase_000691613,0,Healthy
CircleBaseV2_002886662,0,Healthy
eccDNABase_000786159,0,Healthy
eccDNABase_000446553,1,Lung cancer
CircleBaseV2_000030007,0,Healthy
CircleBaseV2_002788045,0,Healthy
CircleBaseV2_003067569,1,Dilated cardiomyopathy
CircleBaseV2_002830568,0,Healthy
eccDNABase_000050823,1,Lymphoma
eccDNABase_000439111,1,Sarcoma
CircleBaseV2_002876870,0,Healthy
eccDNABase_000739826,1,Multiple diseases
eccDNABase_000680591,0,Healthy
CircleBaseV2_002797712,0,Healthy
eccDNABase_000555266,1,Stomach cancer
eccDNABase_000912394,1,Fetal growth restriction
eccDNABase_000825088,0,Healthy
eccDNABase_000689876,0,Healthy
eccDNABase_000007829,1,Hypopharynx cancer
eccDNABase_000002870,1,Clear cell renal cell carcinoma
eccDNABase_000525961,1,Leukemia
eccDNABase_000912348,1,Fetal growth restriction
CircleBaseV2_003031757,0,Healthy
CircleBaseV2_003069449,0,Healthy
eccDNABase_000561669,1,Stomach cancer
CircleBaseV2_002830452,0,Healthy
eccDNABase_000009280,1,Hypopharynx cancer
CircleBaseV2_000043372,0,Healthy
CircleBaseV2_001140052,1,Gastric cancer
eccDNABase_000439650,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_003023135,0,Healthy
CircleBaseV2_000053419,0,Healthy
CircleBaseV2_003018757,1,Stomach
CircleBaseV2_003068265,1,Dilated cardiomyopathy
CircleBaseV2_002765763,0,Healthy
eccDNABase_000034658,1,Lymphoma
CircleBaseV2_002864313,0,Healthy
eccDNABase_000810966,0,Healthy
eccDNABase_000742971,1,Multiple diseases
eccDNABase_000446989,1,Colon cancer
eccDNABase_000464090,1,Hiv infectious disease
eccDNABase_000682289,0,Healthy
eccDNABase_000530909,1,Neuroblastoma
eccDNABase_000803753,0,Healthy
eccDNABase_000625463,0,Healthy
eccDNABase_000009720,1,Hypopharynx cancer
eccDNABase_000907530,0,Healthy
eccDNABase_000912933,1,Fetal growth restriction
CircleBaseV2_003000650,1,Stomach
eccDNABase_000799611,0,Healthy
eccDNABase_000178216,1,Prostate cancer
eccDNABase_000446478,1,Lung cancer
eccDNABase_000530424,1,Multiple myeloma
eccDNABase_000626722,0,Healthy
CircleBaseV2_002771788,0,Healthy
CircleBaseV2_002816933,0,Healthy
CircleBaseV2_000012126,0,Healthy
CircleBaseV2_000034093,0,Healthy
CircleBaseV2_002866159,0,Healthy
CircleBaseV2_000041452,0,Healthy
eccDNABase_000672854,0,Healthy
eccDNABase_000576080,0,Healthy
CircleBaseV2_000021375,0,Healthy
eccDNABase_000691087,0,Healthy
eccDNABase_000767169,0,Healthy
eccDNABase_000793148,0,Healthy
CircleBaseV2_002852159,0,Healthy
eccDNABase_000008291,1,Hypopharynx cancer
CircleBaseV2_000020630,1,Cataract
eccDNABase_000002573,1,Clear cell renal cell carcinoma
CircleBaseV2_002820365,0,Healthy
eccDNABase_000697864,0,Healthy
eccDNABase_000011101,1,Esophageal cancer
eccDNABase_000765237,0,Healthy
eccDNABase_000530959,1,Neuroblastoma
CircleBaseV2_000056467,0,Healthy
eccDNABase_000536371,1,Glioblastoma
eccDNABase_000528204,1,Leukemia
eccDNABase_000531018,1,Neuroblastoma
CircleBaseV2_002859245,0,Healthy
eccDNABase_000439796,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000893886,1,Colorectal adenoma
eccDNABase_000137374,1,Prostate cancer
eccDNABase_000408932,1,Ovarian cancer
eccDNABase_000747012,1,Multiple diseases
eccDNABase_000521408,1,Leukemia
CircleBaseV2_003029458,0,Healthy
CircleBaseV2_002800765,0,Healthy
eccDNABase_000002642,1,Clear cell renal cell carcinoma
CircleBaseV2_002803427,0,Healthy
eccDNABase_000641428,0,Healthy
CircleBaseV2_003070949,0,Healthy
CircleBaseV2_002777513,0,Healthy
eccDNABase_000687416,0,Healthy
eccDNABase_000912100,1,Fetal growth restriction
eccDNABase_000538697,1,Coronary artery disease
eccDNABase_000010867,1,Breast cancer
CircleBaseV2_000014642,1,Cataract
eccDNABase_000062706,1,Cervical adenocarcinoma
eccDNABase_000129661,1,Ovarian cancer
CircleBaseV2_002819483,0,Healthy
eccDNABase_000817348,0,Healthy
eccDNABase_000897092,0,Healthy
eccDNABase_000628921,0,Healthy
eccDNABase_000544325,1,Stomach cancer
eccDNABase_000913215,1,Fetal growth restriction
eccDNABase_000512401,1,Hematopoietic cancer
eccDNABase_000011473,1,Ewing sarcoma
eccDNABase_000874664,0,Healthy
eccDNABase_000439932,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_002851051,0,Healthy
eccDNABase_000530600,1,Pancreatic cancer
eccDNABase_000008760,1,Hypopharynx cancer
eccDNABase_000510405,1,Leukemia
CircleBaseV2_003026550,0,Healthy
CircleBaseV2_002844043,0,Healthy
eccDNABase_000706899,0,Healthy
eccDNABase_000569500,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000008652,1,Hypopharynx cancer
eccDNABase_000446594,1,Colon cancer
eccDNABase_000658990,0,Healthy
eccDNABase_000508383,1,Leukemia
eccDNABase_000791571,0,Healthy
eccDNABase_000632206,0,Healthy
eccDNABase_000005296,1,Primary pulmonary hypertension
CircleBaseV2_002817768,0,Healthy
eccDNABase_000531121,1,Neuroblastoma
CircleBaseV2_002775745,0,Healthy
eccDNABase_000537275,1,Chordoma
eccDNABase_000531037,1,Neuroblastoma
CircleBaseV2_002812227,0,Healthy
CircleBaseV2_001900397,1,Gastric cancer
eccDNABase_000573304,1,Glioblastoma
CircleBaseV2_002807502,0,Healthy
CircleBaseV2_002782079,0,Healthy
CircleBaseV2_002847295,0,Healthy
eccDNABase_000011693,1,Sarcoma
eccDNABase_000439695,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_003049403,0,Healthy
eccDNABase_000909305,0,Healthy
eccDNABase_000002762,1,Clear cell renal cell carcinoma
eccDNABase_000451715,0,Healthy
eccDNABase_000531017,1,Neuroblastoma
CircleBaseV2_003028788,0,Healthy
eccDNABase_000908424,0,Healthy
eccDNABase_000523639,1,Melanoma
eccDNABase_000893165,1,Colorectal adenoma
eccDNABase_000913435,1,Fetal growth restriction
eccDNABase_000446422,1,Lung cancer
eccDNABase_000874623,1,Breast cancer
CircleBaseV2_000022152,0,Healthy
eccDNABase_000010314,1,Glioblastoma
eccDNABase_000001286,1,Chronic kidney disease
eccDNABase_000675795,0,Healthy
eccDNABase_000892654,1,Colorectal adenoma
eccDNABase_000530989,1,Neuroblastoma
eccDNABase_000002430,1,Clear cell renal cell carcinoma
eccDNABase_000058656,1,Cervical adenocarcinoma
eccDNABase_000538573,1,Coronary artery disease
CircleBaseV2_001487249,1,Gastric cancer
CircleBaseV2_000062420,0,Healthy
eccDNABase_000592075,0,Healthy
CircleBaseV2_002769541,0,Healthy
eccDNABase_000446288,1,Lung cancer
CircleBaseV2_003054578,1,Glioblastoma cancer
CircleBaseV2_002412570,1,Gastric cancer
CircleBaseV2_002777942,0,Healthy
CircleBaseV2_000015920,0,Healthy
CircleBaseV2_002992826,1,Primary pulmonary hypertension
eccDNABase_000893925,1,Colorectal adenoma
eccDNABase_000039211,1,Cervical adenocarcinoma
CircleBaseV2_003054430,1,Systemic lupus erythematosus
eccDNABase_000788845,0,Healthy
eccDNABase_000473286,1,Hiv infectious disease
eccDNABase_000491668,1,Hiv infectious disease
CircleBaseV2_000002376,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000439120,1,Sarcoma
eccDNABase_000665245,0,Healthy
eccDNABase_000818717,0,Healthy
eccDNABase_000694728,0,Healthy
eccDNABase_000728021,1,Multiple diseases
CircleBaseV2_003060476,1,Prostate cancer
CircleBaseV2_002873053,0,Healthy
eccDNABase_000002538,1,Clear cell renal cell carcinoma
CircleBaseV2_002807016,0,Healthy
eccDNABase_000537297,1,Chordoma
CircleBaseV2_000054312,0,Healthy
eccDNABase_000617054,0,Healthy
CircleBaseV2_002812296,0,Healthy
eccDNABase_000107594,1,Cervical adenocarcinoma
CircleBaseV2_002832730,0,Healthy
eccDNABase_000015410,1,Sarcoma
CircleBaseV2_002849585,0,Healthy
CircleBaseV2_002764597,0,Healthy
eccDNABase_000000886,1,Chronic kidney disease
eccDNABase_000004265,1,Primary pulmonary hypertension
eccDNABase_000739616,1,Multiple diseases
eccDNABase_000015361,1,Sarcoma
CircleBaseV2_002782663,0,Healthy
CircleBaseV2_002805692,0,Healthy
CircleBaseV2_002900222,0,Healthy
eccDNABase_000019005,1,Lymphoma
CircleBaseV2_002889482,0,Healthy
CircleBaseV2_002806043,0,Healthy
eccDNABase_000913310,1,Fetal growth restriction
eccDNABase_000530981,1,Neuroblastoma
eccDNABase_000641812,0,Healthy
eccDNABase_000912447,1,Fetal growth restriction
CircleBaseV2_003019167,1,Stomach
eccDNABase_000622421,0,Healthy
CircleBaseV2_002853746,0,Healthy
eccDNABase_000450273,1,Colon cancer
CircleBaseV2_002922710,1,Colorectal cancer
eccDNABase_000000668,1,Chronic kidney disease
eccDNABase_000536091,1,Glioblastoma
CircleBaseV2_002863197,0,Healthy
eccDNABase_000756558,1,Multiple diseases
CircleBaseV2_003054444,1,Liver
CircleBaseV2_002837806,0,Healthy
eccDNABase_000738484,1,Multiple diseases
eccDNABase_000893354,1,Colorectal adenoma
eccDNABase_000626737,0,Healthy
eccDNABase_000118579,1,Cervical adenocarcinoma
eccDNABase_000815252,0,Healthy
eccDNABase_000249613,1,Prostate cancer
CircleBaseV2_000036110,0,Healthy
eccDNABase_000534820,1,Melanoma
CircleBaseV2_003068063,1,Dilated cardiomyopathy
eccDNABase_000574843,1,Glioblastoma
CircleBaseV2_000848573,1,Gastric cancer
eccDNABase_000532394,1,Melanoma
eccDNABase_000539548,1,Coronary artery disease
eccDNABase_000798814,0,Healthy
eccDNABase_000525941,1,Leukemia
eccDNABase_000001073,1,Chronic kidney disease
eccDNABase_000439128,1,Sarcoma
CircleBaseV2_002795734,0,Healthy
eccDNABase_000439716,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000528932,1,Leukemia
eccDNABase_000901380,0,Healthy
eccDNABase_000002240,1,Clear cell renal cell carcinoma
eccDNABase_000791259,0,Healthy
eccDNABase_000011492,1,Sarcoma
CircleBaseV2_000022552,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002874768,0,Healthy
eccDNABase_000439433,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000570621,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000798919,0,Healthy
eccDNABase_000610368,0,Healthy
eccDNABase_000873645,1,Glioblastoma
eccDNABase_000877006,1,Prostate cancer
eccDNABase_000010921,1,Skin cancer
CircleBaseV2_000049795,0,Healthy
eccDNABase_000657811,0,Healthy
eccDNABase_000524611,1,Melanoma
eccDNABase_000628015,0,Healthy
eccDNABase_000522547,1,Melanoma
eccDNABase_000701103,0,Healthy
CircleBaseV2_000063435,0,Healthy
eccDNABase_000809022,0,Healthy
eccDNABase_000012748,1,Breast cancer
eccDNABase_000598376,0,Healthy
eccDNABase_000905983,0,Healthy
CircleBaseV2_002834823,0,Healthy
eccDNABase_000695895,0,Healthy
eccDNABase_000605708,0,Healthy
CircleBaseV2_000031841,0,Healthy
eccDNABase_000014557,1,Esophageal cancer
CircleBaseV2_002822161,0,Healthy
eccDNABase_000668232,0,Healthy
CircleBaseV2_002784767,0,Healthy
eccDNABase_000824068,0,Healthy
eccDNABase_000530414,1,Chordoma
CircleBaseV2_002872539,0,Healthy
eccDNABase_000187029,1,Prostate cancer
eccDNABase_000705845,0,Healthy
eccDNABase_000912847,1,Fetal growth restriction
eccDNABase_000570888,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002802616,0,Healthy
eccDNABase_000676102,0,Healthy
CircleBaseV2_002983569,1,Colorectal cancer
CircleBaseV2_003035498,0,Healthy
eccDNABase_000530386,1,Chordoma
CircleBaseV2_002890091,0,Healthy
CircleBaseV2_002806768,0,Healthy
eccDNABase_000507465,1,Leukemia
CircleBaseV2_000059055,0,Healthy
eccDNABase_000525332,1,Breast cancer
eccDNABase_000005371,1,Primary pulmonary hypertension
CircleBaseV2_001611506,1,Gastric cancer
eccDNABase_000004101,1,Primary pulmonary hypertension
eccDNABase_000637715,0,Healthy
eccDNABase_000725009,1,Multiple diseases
CircleBaseV2_002790128,0,Healthy
eccDNABase_000178606,1,Ovarian cancer
CircleBaseV2_000000372,0,Healthy
eccDNABase_000911746,0,Healthy
eccDNABase_000017492,1,Cervical adenocarcinoma
eccDNABase_000650533,0,Healthy
eccDNABase_000547085,1,Stomach cancer
eccDNABase_000539384,1,Coronary artery disease
eccDNABase_000532794,1,Melanoma
CircleBaseV2_002819363,0,Healthy
CircleBaseV2_003017415,1,Stomach
eccDNABase_000043656,1,Lymphoma
CircleBaseV2_002900312,0,Healthy
eccDNABase_000579706,0,Healthy
eccDNABase_000913611,1,Fetal growth restriction
eccDNABase_000634526,0,Healthy
CircleBaseV2_002778692,0,Healthy
eccDNABase_000908909,0,Healthy
eccDNABase_000793803,0,Healthy
CircleBaseV2_002765548,0,Healthy
eccDNABase_000712666,0,Healthy
eccDNABase_000873774,1,Glioblastoma
eccDNABase_000612743,0,Healthy
